SPN, Value Date, Formula, Base Rate, Rate, IBB Type, IBB, Accrued Interest, Version, Call Type
80157ACM,12-21-2013,F,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80158ACM,12-21-2013,A,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80161ACM,12-21-2013,B,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80176ACM,12-21-2013,C,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80194AC,12-21-2013,D,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80196ACM,12-21-2013,E,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80203ACM,12-21-2013,F,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80204ACM,12-21-2013,A,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80218ACM,12-21-2013,B,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80236ACM,12-21-2013,C,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80237ACM,12-21-2013,D,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80246ACM,12-21-2013,E,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80310ACM,12-21-2013,F,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80434ACM,12-21-2013,A,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80435ACM,12-21-2013,B,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80438ACM,12-21-2013,C,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80439AC,12-21-2013,D,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80443ACM,12-21-2013,E,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80473AC,12-21-2013,F,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80474AC,12-21-2013,A,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80508ACM,12-21-2013,B,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80559AC,12-21-2013,C,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80594AC,12-21-2013,D,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80607AC,12-21-2013,E,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80608ACM,12-21-2013,F,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80618ACM,12-21-2013,A,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80643ACM,12-21-2013,B,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80669ACM,12-21-2013,C,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80768ACA,12-21-2013,D,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80769ACA,12-21-2013,E,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80807ACM,12-21-2013,F,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80809ACM,12-21-2013,A,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80816ACM,12-21-2013,B,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80818ACM,12-21-2013,C,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80819ACM,12-21-2013,D,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80859ACM,12-21-2013,E,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80862ACM,12-21-2013,F,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80904ACM,12-21-2013,A,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
80992ACM,12-21-2013,B,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81021ACM,12-21-2013,C,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81064AC,12-21-2013,D,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81066AC,12-21-2013,E,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81069AC,12-21-2013,F,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81079AC,12-21-2013,A,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81080ACM,12-21-2013,B,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81081ACM,12-21-2013,C,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81091ACM,12-21-2013,D,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81098ACM,12-21-2013,E,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81121ACM,12-21-2013,F,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81129ACM,12-21-2013,A,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81159ACM,12-21-2013,B,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81175ACM,12-21-2013,C,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81183ACM,12-21-2013,D,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81202ACM,12-21-2013,E,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81207ACM,12-21-2013,F,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81209ACM,12-21-2013,A,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81211ACM,12-21-2013,B,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81217ACM,12-21-2013,C,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81304ACM,12-21-2013,D,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81307ACM,12-21-2013,E,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81311ACM,12-21-2013,F,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81312ACM,12-21-2013,A,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81313ACM,12-21-2013,B,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81314ACM,12-21-2013,C,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81317ACM,12-21-2013,D,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81323ACM,12-21-2013,E,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81324ACM,12-21-2013,F,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81328ACM,12-21-2013,A,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81356ACM,12-21-2013,B,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81401ACM,12-21-2013,C,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81413ACM,12-21-2013,D,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81422ACM,12-21-2013,E,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81444ACM,12-21-2013,F,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81449ACM,12-21-2013,A,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81458ACM,12-21-2013,B,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81459ACM,12-21-2013,C,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81461AC,12-21-2013,D,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81462AC,12-21-2013,E,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81463AC,12-21-2013,F,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81464AC,12-21-2013,A,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81474ACM,12-21-2013,B,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81476AC,12-21-2013,C,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81477AC,12-21-2013,D,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81484ACM,12-21-2013,E,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81503ACM,12-21-2013,F,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81537ACM,12-21-2013,A,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81540ACM,12-21-2013,B,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81543ACM,12-21-2013,C,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81544ACM,12-21-2013,D,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81546ACM,12-21-2013,E,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81556ACM,12-21-2013,F,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81563ACM,12-21-2013,A,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81565ACM,12-21-2013,B,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81575ACA,12-21-2013,C,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81577ACA,12-21-2013,D,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81579ACA,12-21-2013,E,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81582ACM,12-21-2013,F,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81586ACM,12-21-2013,A,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81588ACM,12-21-2013,B,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81591ACM,12-21-2013,C,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81610AC,12-21-2013,D,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81618AC,12-21-2013,E,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81626ACM,12-21-2013,F,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81627ACM,12-21-2013,A,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81629ACM,12-21-2013,B,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81631ACM,12-21-2013,C,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81644ACM,12-21-2013,D,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81646ACM,12-21-2013,E,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81648ACM,12-21-2013,F,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81654ACM,12-21-2013,A,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81662ACM,12-21-2013,B,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81664ACM,12-21-2013,C,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81665ACM,12-21-2013,D,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81677ACM,12-21-2013,E,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81679ACM,12-21-2013,F,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81684ACM,12-21-2013,A,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81686ACM,12-21-2013,B,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81689ACM,12-21-2013,C,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81691ACM,12-21-2013,D,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81694ACM,12-21-2013,E,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81696ACM,12-21-2013,F,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81697ACM,12-21-2013,A,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81698ACM,12-21-2013,B,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81699ACM,12-21-2013,C,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81701ACM,12-21-2013,D,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81702ACM,12-21-2013,E,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81703ACM,12-21-2013,F,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81704ACM,12-21-2013,A,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81708ACM,12-21-2013,B,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81709ACM,12-21-2013,C,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81711ACM,12-21-2013,D,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81712ACM,12-21-2013,E,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81713ACM,12-21-2013,F,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81714ACM,12-21-2013,A,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81716ACM,12-21-2013,B,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81718AC,12-21-2013,C,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81722ACM,12-21-2013,D,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81723ACM,12-21-2013,E,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81725ACM,12-21-2013,F,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81726ACM,12-21-2013,A,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81728ACM,12-21-2013,B,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81729ACM,12-21-2013,C,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81734ACM,12-21-2013,D,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81737ACM,12-21-2013,E,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81766ACM,12-21-2013,F,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81767ACM,12-21-2013,A,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81779ACA,12-21-2013,B,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81787ACA,12-21-2013,C,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81793ACA,12-21-2013,D,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81794ACM,12-21-2013,E,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81795ACM,12-21-2013,F,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81829ACM,12-21-2013,A,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81834AC,12-21-2013,B,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81839ACM,12-21-2013,C,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81841ACM,12-21-2013,D,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81843ACM,12-21-2013,E,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81844ACM,12-21-2013,F,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81846AC,12-21-2013,A,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81847ACM,12-21-2013,B,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81851ACM,12-21-2013,C,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81853ACM,12-21-2013,D,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81861ACM,12-21-2013,E,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81864ACM,12-21-2013,F,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81865ACM,12-21-2013,A,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81873ACM,12-21-2013,B,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81874ACM,12-21-2013,C,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81888ACM,12-21-2013,D,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81889ACM,12-21-2013,E,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81893ACM,12-21-2013,F,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81898ACM,12-21-2013,A,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81908ACM,12-21-2013,B,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81909ACM,12-21-2013,C,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81911ACM,12-21-2013,D,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81913AC,12-21-2013,E,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81915ACM,12-21-2013,F,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81917ACM,12-21-2013,A,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81922ACM,12-21-2013,B,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81924ACM,12-21-2013,C,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81929ACM,12-21-2013,D,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81944ACA,12-21-2013,E,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81946ACA,12-21-2013,F,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81947ACM,12-21-2013,A,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81948ACM,12-21-2013,B,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81968ACM,12-21-2013,C,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81969ACM,12-21-2013,D,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81975AC,12-21-2013,E,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81976AC,12-21-2013,F,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81978AC,12-21-2013,A,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81992AC,12-21-2013,B,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81993AC,12-21-2013,C,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
81995AC,12-21-2013,D,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82020ACM,12-21-2013,E,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82031ACM,12-21-2013,F,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82032ACM,12-21-2013,A,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82072ACM,12-21-2013,B,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82086ACM,12-21-2013,C,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82089ACM,12-21-2013,D,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82092ACM,12-21-2013,E,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82094ACM,12-21-2013,F,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82159AC,12-21-2013,A,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82219ACM,12-21-2013,B,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82222ACM,12-21-2013,C,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82223ACM,12-21-2013,D,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82224ACM,12-21-2013,E,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82229ACM,12-21-2013,F,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82231ACM,12-21-2013,A,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82232ACM,12-21-2013,B,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82233ACM,12-21-2013,C,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
